content,target
哈哈哈哈哈哈哈哈 xswl,1
悼念,-1
666,1
投其所好,-1
敖犬,-1
维基解密的阿桑奇被抓，让我真正意识到这些黑暗。,0
李载淦神魔,1
强行美，b站zzzq真严重,-1
林语堂：以一人之力匹敌一个团队,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
这里法律上的平等应该就是结果上的平等 但这样的平等不是真正意义上的平等,0
这个小男孩长得有点像林一,0
这手好长,0
《 保 证 》,1
《想核》,1
？,0
突发恶疾,1
没偷换概念啊，本质上都一样,1
偷换概念，不过如此,-1
这是文学家搞出来的？（瞳孔地震）,1
猛男♂包尾。,1
懒设计因为你亏了不知道多少钱，请问你需要赔偿吗,-1
他要真干了这些事不该抓吗？,0
罗老师说的不一定全对，不需要奉为箴言,-1
老师好,1
摩洛哥炒饼,0
上一个这么干的还是动画区,0
这里的镜头和一开始儿子在卫生间的镜头很相似,0
刑事犯罪人员子女尊贵的身体，除了公务员，就不能干其她365行吗,0
我觉得应该让基层干部好好学习这个,0
大飞大飞,0
？,0
当年这些家伙还有脸苟活于世,-1
今夕是何年,1
正义的罗老师,1
自爆是吧,-1
玉玺？,0
啊哈 好巧 我刚看完紫罗兰永恒花园,1
怎么也飞不出～花花的世界～,1
魂归故里,-1
不太行,0
讲究点到为止,1
洗衣粉,0
于是……两人就开始击♂剑了？？,1
？,0
融合！,1
敖犬快叫,-1
弹幕全都跑不了？你是干货多少坏事儿才敢这么判断？,-1
？,0
看了几年了？记不住了，真是女大十八变！,1
啊？,0
致敬,1
明年见,1
失踪人口,0
不患寡而患不均 升米恩斗米仇,0
可政审不是刑罚啊,0
up能不能分享下好用的壁纸软件啊[呲牙]​,-1
社会的落后开始于精英的落后，精英落后的标志是精英觉得人民群众落后,0
不如懒设计,0
都回来三天了,0
老婆！！！！！！！！,1
把我手机笑掉了,1
质量还是那么高,1
wanan,0
？？？哪里不对,0
说合适的我只能说你罗翔的视频百看了,-1
还有人发宋江阴谋论呢？看来木鱼这一年的解读算是白做了,-1
家里风气不正，你优个锤子，你才优德乏，就是渣子,-1
不是梁山好汉变弱了，是遇到真正对手了,0
换风格了吗,0
卢员外尽力了,0
小红车,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
致敬！,1
这人好像肯尼迪，乐死我了,1
世纪之花,0
没有门吧,0
长大后才知道壑不是生僻字，小时候练名字快魔怔了,0
好优雅啊,1
传国玉玺,0
随意扣在你头上的罪,0
内乱除以10上报doge,1
你三观出现了不小的问题,-1
他更新了,0
终于更新了！！！,1
把其他行为去了就行了,0
漏斗xs,0
比如罗老师得罪了人，人家没有任何威胁恐吓，只是时不时出现在你家老人孩子周围，但是也没有做出任何威胁行为，请问这怎么处理？,0
？？？？？？？？？？？？？？？？,0
致敬,1
需要一个借口就行,0
知道了，孙子,-1
好家伙，方便,0
鉴定为真,0
我怎么感觉像个莲花呢,-1
这种很主观的问题，现实很难判案吧,0
致敬,1
并没有虎头蛇尾，征方腊结束后的剧情是全书精华所在,1
？？？？？,0
这个不完全是法律条款的问题，而更是执法的问题,0
真是也不能发啊，当网上公审是吧,0
殖民非洲    批准,1
简称容易上头,0
门 都 没 有,1
感觉不如懒设计,0
不构成？构成保研,0
我们今天一家人一起过了一个美好的周末，这让我感到无比的快乐！,1
第一,1
有没有可能，满十八岁也要人陪同,-1
紧跟时事,0
政审是惩罚吗？,0
这小孩长得真好看,1
支持罗老师,1
这标题我只能呵呵了,-1
致敬英雄,1
我试试看,0
并不认同“处处减分，雪上加霜”这个比喻，“不能考公”其警示意义远大于惩罚意义,0
对对！原著写的我都馋了,1
咸肾,0
不如懒设计,0
致敬！,1
不，我瞧不起你,-1
这才是打仗，看看毛子,1
现在的人多少有点脆弱了，活着的确很难！但有些人确实脆弱的不得了,-1
有原则就有例外,0
yue,-1
都去投票！！！,1
《红 孩 儿》,1
强行升华,-1
闪现越塔送人头。,-1
瘦子欧洲前' 前,0
言之有理,1
跟谁都55开,0
握草诈尸了,-1
脱狱,0
真的吗？我不信,0
81192，我们等你返航,1
看你不爽罪,1
这就是热爱,1
好的，知道了,0
人之初，性本活，人不为己天诛地灭,1
今夕是何年!,1
哈哈哈,1
偷换概念,-1
谢谢老师,1
就是嘛，福字贴反了！,0
不管你消息是不是真的,0
优雅,1
这么光滑的背不拔个罐可惜了,-1
笔画或者拼音才是和英文字母一个级别的,0
保护罗老师,1
导演和演员都很厉害,1
？！？！？！,0
前面自己报警那个 你算自首,0
不恐怖啊,0
致敬,1
支持罗老师,1
爷青回!!,1
精神审美,0
老婆,0
前面的，以为自己很懂吗？美的全球领导权不和霸权一样的吗？,-1
xu,0
也并没有,0
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,0
后者,0
强烈支持,1
枪毙叶利钦，批准,1
?,0
？？,0
102个朋友你好,1
云读者好不好看看原著再来说话啊,-1
前方高能预警！前方高能预警！前方高能预警！前方高能预警！,0
？,0
为什么不听吴用的,0
你是真敢回来,-1
murder谋杀,0
罗老师的水平这是下降了吗？？？,-1
鸡皮疙瘩,-1
翻译：我说你有罪就有罪,1
支持,1
让贝利亚接一下,0
罗老师，这些事你有点过火了！不至于,-1
家庭 虐待罪,0
永远喜欢咬人猫银狼三月七！！！！！！,1
确定不是某厂商商标,0
真央视记者证不用蝴蝶标,0
哈哈哈哈哈哈哈哈哈哈嗨,1
执剑人,1
失踪人口回归,1
这菊花不错,1
有道理,0
全体起立！鼓掌！！！,1
梁山泊阮仨个也经常这样玩,1
该取消但不能取消……,0
乔纳森，乔纳森，天天就想着乔纳森,1
预防和治理,0
murder 凶杀,0
精苏震怒,1
七月三,0
紧跟时事,1
米国的苦肉计,0
他敢回来我是没想到的,-1
中国没有愚人节,0
可以用来十字绣,0
合成大无期(doge),1
不 它被玩具里的灵魂逼到了 oh走错了,1
雅塔尔还行,0
一边追人砍一边回头看你笑那才叫tm恐怖！,-1
弹幕护体啊,-1
世界名画,0
哈哈哈哈哈哈,1
楼哥：人界还tm敢有人叫魔君？,1
快去看原片！！不要关声音，音乐满分！,1
？,0
这个律师是不是叫张伟,1
致敬,1
开飞机呢,0
晚安，我的同胞们,1
要记得回家,0
2022年身在上海前来考古,0
舅舅？,0
《我从来都不背法条的》,1
我放在他鼻子上，没有打他,0
厂长又帅了,0
这是什么叙利亚背景,-1
哈哈哈,1
剑南春伏笔,0
谢谢老师,1
尸体,0
妈呀鞋子好高，真厉害,1
可以,0
只有CK才能让我心动,1
哟，你还有脸发视频啊,-1
开始听不懂了,0
自我介绍,-1
这里罗老师有点不讲理了，实际操作不可能判顶格的，顶多不到一年,-1
死得都好草率的感觉,-1
文艺复兴,0
花荣，花荣，整天就知道馋花荣！,1
水源：你闭嘴,-1
敖～,0
你终于活成张三本三了,-1
除了出事情 这地方无敌了,1
安迷修 安迷修 整天就想着安迷修 +1,1
不要笑挑战,0
原来看罗老师视频的人也有这么多破防男,-1
。。。,0
水鬼索命,0
想歪的在此集合,1
确实太好用了,0
职场牌技,0
肯定有一个小偷把门都给偷了,1
无限防卫权,0
90后最终也加入了循环,0
张横：贫僧来自东土大唐。。。,1
先辈,0
秽土转生,-1
看图说话是吧,0
富强，民族，文明，和谐，自由，平等，公正，法治，爱国，敬业，诚信，友善。,1
谢谢老师,1
赔我手机,-1
關鍵,0
ohhhhhhhhhhhhhhhhhhh,1
今夕是何年,1
木大，木大，整天就知道木大,1
懒设计,0
致敬王伟烈士！,1
背后这个熊 是重复出现的意象,0
去潜水了,0
明天还能让你不能呼吸,-1
呲牙小倪,0
致敬,1
熬你大爷,-1
大多数犯罪都是为了利益而犯罪的,0
果然背景音乐很重要哈哈哈,1
你说的对,1
这不老敖吗,0
扣1佛祖陪你笑,1
老敖！！！！！,0
这个美国人很懂不,0
？,0
这人是谁,-1
太太你太美了,1
确实该取消，几乎所有的行为都可以归入其他罪名下,0
哥们你刀掉了！跑啥，真是,1
不杀了我还想走？,0
张清一个远程英雄偏要玩近战，这不是强行降智吗,-1
等哪天自己被安上这个罪名…,-1
这一段老师的书中也写过，我觉得他将他的妻子物化了,0
不开弹幕真恐怖，开了弹幕笑到想吐,1
出奥,0
酿啊你酿啊,0
还能选字？？？,0
不如懒设计,0
啊，对对对，但是秽土转生,-1
你这不对啊，还没玉玉怎么就活了,-1
那我能告恐怖片导演吗？,1
谢谢老师,1
？,0
朕的弹幕呢， 快来刷屏啊,1
妈妈，她诱惑我！,1
不构成，属于意外事件,0
、,0
爷爷，你举办的up主更新了！,-1
xxlws,0
好突然,0
片尾鼓掌，，，太恐怖了,1
谢谢老师,1
你好,0
尸体在说话捏,-1
总有一款适合你,0
谢谢老师～,1
你的木器还在吗？,-1
明明是叔叔辈,0
俗称脑补过度,0
蚌,0
南京这个我记得新闻说后备箱是面粉啊,0
不是丹尼吗，为什么是托尼啊,0
然后呢,0
懒设计,0
啊？,0
秃顶吴彦祖？,-1
绞肉机小队四人的星号，合起来就是“飞走暴杀”,1
没事转世之后鲁智深就成了他弟弟,1
不想用力过猛（指拽断胳膊),1
。,0
定积分的求法是,0
看恐吓谁吧，恐吓一般人警察都不出警吧,0
回来了老敖回来了,1
老师好,1
.0,0
罗翔老师是社会之光,1
哇,1
超级赛亚人之神boss,0
4,0
优秀,1
猫猫！！！,1
这个例子很真实，可以说是经常发生,1
急先锋啊 我们继续回东郭争功……,-1
好似,-1
fy,0
Danny本来是想划破手写的，结果试了试发现太疼才用的口红hhhh,1
考虑过受害者的感情吗？,0
空降,1
厂长回来了,0
《舒适感》,1
这瓜保熟吗？,1
明年见,1
哈哈哈,1
2022考古,0
秽土转生是吧,-1
一梯一户,0
换个bgm就没感觉了,0
？,0
梦回2015,0
这不是现在在阐述理论吗，有些人到底有没有听懂啊,-1
林语堂先生,1
鬼鬼,0
英雄永垂不朽,1
这个bgm就是日本做的（个人感觉）偏欧美恐怖的游戏里的,0
东风快递（doge）,1
吓我一跳，释放忍术,1
以后这些火腿就归你管了,0
避免极端思想。罗老师这里主要讲个大框架，至于具体的实施还有待商榷,1
辛苦了,1
敖出,-1
有本事你把bgm换了,0
谁知道杰克，尼尔科森演过一个和母亲住在一个小房间的电影名字，用保鲜膜窒息了他的猫和爸妈,0
挑战？挑衅！,-1
呼延灼：“你猜我折了几个弟兄?”,1
看评论就看出文盲和文人的巨大差距,-1
万能十年,0
因势利导,0
歪嘴战灯,0
哈哈哈哈哈什么笑话吗,1
眼神恶狠狠的,0
？,0
娘希匹 不请老子,1
...感覺怪怪的,-1
董平：别问问就是急着归位回天上吃席，清清和我一起坐小孩那桌,1
右边这个女人裙子上有红色的手印,0
立马也是四楼,0
オラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラ,0
噫吁嚱,1
搁这给我上语文课呢,0
这里发生了灭门惨案（确信,1
单枪匹马送人头，太白给了,-1
哈哈哈哈哈,1
然后用美国的国本去换？真刑啊。,1
啊？,0
你为什么搞这种视频。。,-1
翔，你不是支持这个的吗？,1
如果是偶然撞见的话还挺吓人的,0
？？？,0
oaaiooaaio,0
來駡一頓再走,1
原来如此,1
这烟有毒,0
老婆啊啊啊啊,1
滔天的血海你可曾看见,0
张顺：这么巧啊，你们也挂了,1
背景棒棒的,1
啊？,0
敖够 能駡嘻啦,-1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
晚安,1
多少有点不对劲,-1
排列组合,0
没错 那个人就是酒保,0
紧跟时事，不愧是张三,-1
哈哈哈哈哈哈哈哈,1
0,0
81192 我部奉命接管海防 收到请回复 甲板已清空 81192 请你返航 这是辽宁号 山东号 福建号的广播 就在南海,1
哪无阿弥陀佛,0
小熊着火了,-1
咬人猫这么漂亮了？！,1
霰弹枪转生！到了小破站就要拿出真本事！,-1
致敬,1
自我介绍,-1
罗老师开始战队了,-1
哈哈你就是这么上来的?,-1
视频做的不行，下次别做了,-1
夸张了开始,-1
比死神来了刺激,1
111,0
欧拉,1
打出一幅画吗?！,0
愿平安,1
霉国：谁叫你戴帽子的？！谁叫你不戴帽子的？！,-1
今夕是何年,1
温暖人心,1
死的莫名其妙,-1
好久不算卦了,0
多少有点扯淡,-1
致敬,0
不同意你们的观念就是老师的不是了是吧？你们这群250狗脑，中国有你们真的是耻辱,-1
什么秽土转生,-1
？？？？？？？？？,0
致敬,1
复活了？,-1
人民无罪,0
从此没有愚人节，这是我们的国耻日,0
所以说离开婚姻的坟墓（部分人）,1
那些说被害人的是不看这期标题的吗？,-1
[前方高能],1
我感受到了自豪感,1
这里有敖犬霰弹枪,-1
哈哈哈,1
我靠，这游戏我玩过，当时还觉得挺好玩,0
好吓人啊喂,-1
建议用懒设计,0
一点都不恐怖,0
打响了三战第一枪,0
ADC秀上单,1
看看取消到底对谁有利，不要被卖了还帮着数钱,-1
以前我家在那种老单元楼六楼，属于比较高的楼层，然后楼层玻璃是那种绿色的，那会上小学，五楼那块玻璃上放了两个那种大的广口玻璃瓶，从楼下往上看过去特别像两个小孩的样子，小时候吓惨了。,-1
是个正常人都会故意输吧,0
这摄像头拍了个寂寞,-1
？,0
众所周知 这个罪是用来干什么的,0
吴用啊,0
张三也有看走眼的时候,1
81192再不仅仅是一架飞机 更不仅仅是一个编号 ，81192 那是中华民族在艰难成长中 面对强敌时一次次的抗争与反击！,1
家人和根本不努力的工作，到底谁不负责任！！！,-1
这个叫比喻，不理解求你多听两遍再发言,-1
文艺复兴?,1
不如,0
是我是我是我,0
拦截射往克里姆林宫的导弹 拒绝,1
《小红车》,1
犯罪人还会改过自新  算了吧,-1
金轮法王,0
发福了,0
社达人,0
耳朵要流产了,0
雅尔塔的时候苏联还没核弹呢，美国都没有,0
这是真老师真说实话啊,1
小生王伦，你的前任,1
欲加之罪,0
把墙炸掉冲出去! ! !,0
斯大林：再不亮就送你去肃反,1
。,0
why old are you,1
剪完头发发现的,0
* 阴 间 来 电 *,1
有些人带上有色眼镜去不掉了,-1
所有搜救人员，记者，以及负责其他重要工作的人都辛苦了,1
？,0
保底待遇,0
这游戏的开发者真的挺有想法的,1
黄金体验,0
因为都没听过这个故事,0
默哀,-1
最喜欢的舞呜呜呜,1
九转刑法,1
跟cr py完了？,-1
81192，我们永远等您返航！！！,1
111,0
霉国：按计划把他们俩全弄死，然后咱们杀人放火找乐子，然后再把他们家都抢光,-1
哈哈哈哈哈哈哈哈,1
三大遗传定律，分离定律，自由组合定律，基因连锁互换定律,0
花荣：这才叫指哪儿打哪儿！,1
懂了  以后上厕所被舍友锁门还关灯就跟他打官司,0
厉害了,1
还得我表哥出手,0
泰裤辣！！,1
？,0
泪目,-1
万金油罪名,0
我孩怕，来点高能君呜呜,-1
安南,0
时代的眼泪,-1
考古,0
雷横有点水，他不够天罡水平，和朱仝不是一个等级,0
